75	100	0.555556	0.96225
75.5556	100.962	-0.555556	0.96225
75	101.925	1.11111	1.68784e-14
76.1111	101.925	0.555556	0.96225
76.6667	102.887	-0.555556	0.96225
76.1111	103.849	-1.11111	-1.27949e-14
75	103.849	0.555556	0.96225
75.5556	104.811	-0.555556	0.96225
75	105.774	1.11111	8.98346e-15
76.1111	105.774	0.555556	0.96225
76.6667	106.736	0.555556	-0.96225
77.2222	105.774	1.11111	5.036e-15
78.3333	105.774	0.555556	0.96225
78.8889	106.736	-0.555556	0.96225
78.3333	107.698	1.11111	1.08854e-15
79.4444	107.698	0.555556	0.96225
80	108.66	0.555556	-0.96225
80.5556	107.698	1.11111	-2.85892e-15
81.6667	107.698	-0.555556	-0.96225
81.1111	106.736	0.555556	-0.96225
81.6667	105.774	1.11111	-6.80638e-15
82.7778	105.774	0.555556	0.96225
83.3333	106.736	0.555556	-0.96225
83.8889	105.774	1.11111	-1.07538e-14
85	105.774	-0.555556	-0.96225
84.4444	104.811	0.555556	-0.96225
85	103.849	-1.11111	1.45652e-14
83.8889	103.849	-0.555556	-0.96225
83.3333	102.887	0.555556	-0.96225
83.8889	101.925	1.11111	-1.86488e-14
85	101.925	-0.555556	-0.96225
84.4444	100.962	0.555556	-0.96225
85	100	-1.11111	2.24602e-14
83.8889	100	-0.555556	-0.96225
83.3333	99.0377	-0.555556	0.96225
82.7778	100	-1.11111	2.64076e-14
81.6667	100	-0.555556	-0.96225
81.1111	99.0377	0.555556	-0.96225
81.6667	98.0755	-1.11111	3.03551e-14
80.5556	98.0755	-0.555556	-0.96225
80	97.1132	-0.555556	0.96225
79.4444	98.0755	-1.11111	3.43025e-14
78.3333	98.0755	0.555556	0.96225
78.8889	99.0377	-0.555556	0.96225
78.3333	100	-1.11111	3.825e-14
77.2222	100	-0.555556	-0.96225
76.6667	99.0377	-0.555556	0.96225
76.1111	100	-1.11111	4.21974e-14
