<<<<<<< HEAD
0	0	0.0411523	0
0.0411523	0	0.0205761	0.0356389
0.0617284	0.0356389	0.0205761	-0.0356389
0.0823045	0	0.0411523	0
0.123457	0	0.0205761	0.0356389
0.144033	0.0356389	-0.0205761	0.0356389
0.123457	0.0712778	0.0411523	0
0.164609	0.0712778	0.0205761	0.0356389
0.185185	0.106917	0.0205761	-0.0356389
0.205761	0.0712778	0.0411523	0
0.246914	0.0712778	-0.0205761	-0.0356389
0.226337	0.0356389	0.0205761	-0.0356389
0.246914	1.38778e-17	0.0411523	0
0.288066	1.38778e-17	0.0205761	0.0356389
0.308642	0.0356389	0.0205761	-0.0356389
0.329218	1.38778e-17	0.0411523	0
0.37037	1.38778e-17	0.0205761	0.0356389
0.390947	0.0356389	-0.0205761	0.0356389
0.37037	0.0712778	0.0411523	0
0.411523	0.0712778	0.0205761	0.0356389
0.432099	0.106917	-0.0205761	0.0356389
0.411523	0.142556	-0.0411523	5.03953e-18
0.37037	0.142556	0.0205761	0.0356389
0.390947	0.178195	-0.0205761	0.0356389
0.37037	0.213833	0.0411523	1.82753e-17
0.411523	0.213833	0.0205761	0.0356389
0.432099	0.249472	0.0205761	-0.0356389
0.452675	0.213833	0.0411523	1.82753e-17
0.493827	0.213833	0.0205761	0.0356389
0.514403	0.249472	-0.0205761	0.0356389
0.493827	0.285111	0.0411523	1.82753e-17
0.534979	0.285111	0.0205761	0.0356389
0.555556	0.32075	0.0205761	-0.0356389
0.576132	0.285111	0.0411523	1.82753e-17
0.617284	0.285111	-0.0205761	-0.0356389
0.596708	0.249472	0.0205761	-0.0356389
0.617284	0.213833	0.0411523	1.82753e-17
0.658436	0.213833	0.0205761	0.0356389
0.679012	0.249472	0.0205761	-0.0356389
0.699588	0.213833	0.0411523	1.82753e-17
0.740741	0.213833	-0.0205761	-0.0356389
0.720165	0.178195	0.0205761	-0.0356389
0.740741	0.142556	-0.0411523	-4.15901e-17
0.699588	0.142556	-0.0205761	-0.0356389
0.679012	0.106917	0.0205761	-0.0356389
0.699588	0.0712778	0.0411523	1.82753e-17
0.740741	0.0712778	-0.0205761	-0.0356389
0.720165	0.0356389	0.0205761	-0.0356389
0.740741	5.55112e-17	0.0411523	1.82753e-17
0.781893	7.37864e-17	0.0205761	0.0356389
0.802469	0.0356389	0.0205761	-0.0356389
0.823045	9.71445e-17	0.0411523	1.82753e-17
0.864198	1.1542e-16	0.0205761	0.0356389
0.884774	0.0356389	-0.0205761	0.0356389
0.864198	0.0712778	0.0411523	1.82753e-17
0.90535	0.0712778	0.0205761	0.0356389
0.925926	0.106917	0.0205761	-0.0356389
0.946502	0.0712778	0.0411523	1.82753e-17
0.987654	0.0712778	-0.0205761	-0.0356389
0.967078	0.0356389	0.0205761	-0.0356389
0.987654	1.66533e-16	0.0411523	1.82753e-17
1.02881	1.84809e-16	0.0205761	0.0356389
1.04938	0.0356389	0.0205761	-0.0356389
1.06996	2.08167e-16	0.0411523	1.82753e-17
1.11111	2.26442e-16	0.0205761	0.0356389
1.13169	0.0356389	-0.0205761	0.0356389
1.11111	0.0712778	0.0411523	1.82753e-17
1.15226	0.0712778	0.0205761	0.0356389
1.17284	0.106917	-0.0205761	0.0356389
1.15226	0.142556	-0.0411523	5.03953e-18
1.11111	0.142556	0.0205761	0.0356389
1.13169	0.178195	-0.0205761	0.0356389
1.11111	0.213833	0.0411523	1.82753e-17
1.15226	0.213833	0.0205761	0.0356389
1.17284	0.249472	0.0205761	-0.0356389
1.19342	0.213833	0.0411523	1.82753e-17
1.23457	0.213833	0.0205761	0.0356389
1.25514	0.249472	-0.0205761	0.0356389
1.23457	0.285111	0.0411523	1.82753e-17
1.27572	0.285111	0.0205761	0.0356389
1.2963	0.32075	-0.0205761	0.0356389
1.27572	0.356389	-0.0411523	5.03953e-18
1.23457	0.356389	0.0205761	0.0356389
1.25514	0.392028	-0.0205761	0.0356389
1.23457	0.427667	-0.0411523	5.03953e-18
1.19342	0.427667	-0.0205761	-0.0356389
1.17284	0.392028	-0.0205761	0.0356389
1.15226	0.427667	-0.0411523	5.03953e-18
1.11111	0.427667	0.0205761	0.0356389
1.13169	0.463306	-0.0205761	0.0356389
1.11111	0.498945	0.0411523	1.82753e-17
1.15226	0.498945	0.0205761	0.0356389
1.17284	0.534584	-0.0205761	0.0356389
1.15226	0.570222	-0.0411523	5.03953e-18
1.11111	0.570222	0.0205761	0.0356389
1.13169	0.605861	-0.0205761	0.0356389
1.11111	0.6415	0.0411523	1.82753e-17
1.15226	0.6415	0.0205761	0.0356389
1.17284	0.677139	0.0205761	-0.0356389
1.19342	0.6415	0.0411523	1.82753e-17
1.23457	0.6415	0.0205761	0.0356389
1.25514	0.677139	-0.0205761	0.0356389
1.23457	0.712778	0.0411523	1.82753e-17
1.27572	0.712778	0.0205761	0.0356389
1.2963	0.748417	0.0205761	-0.0356389
1.31687	0.712778	0.0411523	1.82753e-17
1.35802	0.712778	-0.0205761	-0.0356389
1.33745	0.677139	0.0205761	-0.0356389
1.35802	0.6415	0.0411523	1.82753e-17
1.39918	0.6415	0.0205761	0.0356389
1.41975	0.677139	0.0205761	-0.0356389
1.44033	0.6415	0.0411523	1.82753e-17
1.48148	0.6415	0.0205761	0.0356389
1.50206	0.677139	-0.0205761	0.0356389
1.48148	0.712778	0.0411523	1.82753e-17
1.52263	0.712778	0.0205761	0.0356389
1.54321	0.748417	-0.0205761	0.0356389
1.52263	0.784056	-0.0411523	5.03953e-18
1.48148	0.784056	0.0205761	0.0356389
1.50206	0.819695	-0.0205761	0.0356389
1.48148	0.855334	0.0411523	1.82753e-17
1.52263	0.855334	0.0205761	0.0356389
1.54321	0.890973	0.0205761	-0.0356389
